Alloy,N(Ef),DH (eV),Structure,##,##.1,##.2,##.3,##.4,##.5,##.6,##.7,##.8,##.9,##.10,##.11,##.12,##.13,##.14,##.15,Mixing Enthalpy,VEC,Melting Temperature,Pauling Electronegativity,Entropy of Mixing,Radii Difference,Cr,Mo,W,V,Nb,Ta,Ti,Zr,Hf
Hf10Ta30Mo40W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.84,5.5,2862.0,1.916,10.640708033581111,0.043015271548602116,0.0,40.0,20.0,0.0,0.0,30.0,0.0,0.0,10.0
Hf10Zr30Cr40V20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-8.96,5.0,1923.7,1.5189999999999997,10.640708033581111,0.10388132359122061,40.0,0.0,0.0,20.0,0.0,0.0,0.0,30.0,10.0
Mo10Cr30W40Ta20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.8400000000000003,5.8,2806.6,1.9580000000000002,10.640708033581111,0.04754511593794969,30.0,10.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0
Mo10Nb30Hf40W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.2800000000000002,4.9,2583.0,1.6879999999999997,10.640708033581111,0.05718204605511403,0.0,10.0,20.0,0.0,30.0,0.0,0.0,0.0,40.0
Mo10Nb30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.0399999999999996,4.5,2269.0,1.482,10.640708033581111,0.04985416517752258,0.0,10.0,0.0,0.0,30.0,0.0,0.0,20.0,40.0
Mo10Nb30Ta40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.08000000000000007,4.9,2658.8,1.556,10.640708033581111,0.040051935685246474,0.0,10.0,0.0,0.0,30.0,40.0,0.0,0.0,20.0
Mo10Nb30Ta40Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.04,4.9,2545.8,1.604,10.640708033581111,0.01513588697288334,0.0,10.0,0.0,0.0,30.0,40.0,20.0,0.0,0.0
Mo10Nb30Ti40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.23999999999999977,4.5,2119.2,1.5719999999999998,10.640708033581111,0.03920860892813656,0.0,10.0,0.0,0.0,30.0,0.0,40.0,0.0,20.0
Mo10Ta30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.4399999999999997,4.5,2431.0,1.452,10.640708033581111,0.04985416517752258,0.0,10.0,0.0,0.0,0.0,30.0,0.0,20.0,40.0
Mo10Ti30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.6,4.2,2026.3,1.464,10.640708033581111,0.047947793332088484,0.0,10.0,0.0,0.0,0.0,0.0,30.0,20.0,40.0
Mo10Ti30W40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.6,5.0,2578.1,1.882,10.640708033581111,0.05248633845485265,0.0,10.0,40.0,0.0,0.0,0.0,30.0,0.0,20.0
Mo10V30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.04,4.5,2098.9,1.4909999999999999,10.640708033581111,0.07937996921979307,0.0,10.0,0.0,30.0,0.0,0.0,0.0,20.0,40.0
Mo10V30Ta40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.76,4.9,2412.5,1.571,10.640708033581111,0.06382183868071725,0.0,10.0,0.0,30.0,0.0,40.0,0.0,20.0,0.0
Mo10V30Ti40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.04,4.5,1872.9,1.587,10.640708033581111,0.0641821946169772,0.0,10.0,0.0,30.0,0.0,0.0,40.0,20.0,0.0
Mo10W30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.16,4.8,2552.5,1.71,10.640708033581111,0.06592558621363558,0.0,10.0,30.0,0.0,0.0,0.0,0.0,20.0,40.0
Mo10W30Nb40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.28,5.2,2726.3,1.824,10.640708033581111,0.05010146054252312,0.0,10.0,30.0,0.0,40.0,0.0,0.0,0.0,20.0
Mo10W30Nb40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.16,5.2,2650.1,1.83,10.640708033581111,0.05252134113063245,0.0,10.0,30.0,0.0,40.0,0.0,0.0,20.0,0.0
Mo10W30V40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.4,5.2,2423.3,1.8419999999999999,10.640708033581111,0.06842987155343433,0.0,10.0,30.0,40.0,0.0,0.0,0.0,20.0,0.0
Nb10Mo30W40Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.720000000000001,5.5,2737.0,2.06,10.640708033581111,0.02493123135712466,0.0,30.0,40.0,0.0,10.0,0.0,20.0,0.0,0.0
Nb10Ta30Ti40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.84,4.4,2266.6,1.486,10.640708033581111,0.0336910077798957,0.0,0.0,0.0,0.0,10.0,30.0,40.0,0.0,20.0
Nb10Ti30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.2000000000000002,4.1,2011.7,1.4080000000000001,10.640708033581111,0.040061074427804516,0.0,0.0,0.0,0.0,10.0,0.0,30.0,20.0,40.0
Ta10Ti30Mo40V20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.16,5.1,2233.3,1.8020000000000003,10.640708033581111,0.03521547341971608,0.0,40.0,0.0,20.0,0.0,10.0,30.0,0.0,0.0
Ta10V30Ti40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.64,4.4,1912.3,1.521,10.640708033581111,0.06243581416133798,0.0,0.0,0.0,30.0,0.0,10.0,40.0,20.0,0.0
Ti10Cr30Mo40V20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.12,5.6,2170.1,1.842,10.640708033581111,0.04394088751765069,30.0,40.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0
Ti10Cr30Mo40W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.72,5.8,2472.5,1.9880000000000002,10.640708033581111,0.044229916038457356,30.0,40.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0
Ti10Ta30Zr40W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.480000000000001,4.7,2497.1,1.6079999999999999,10.640708033581111,0.055590405044056726,0.0,0.0,20.0,0.0,0.0,30.0,10.0,40.0,0.0
Ti10W30Nb40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.12,5.0,2554.6,1.7679999999999998,10.640708033581111,0.0497601699393725,0.0,0.0,30.0,0.0,40.0,0.0,10.0,20.0,0.0
V10Nb30Hf40W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.4400000000000004,4.8,2511.7,1.635,10.640708033581111,0.062057291431485924,0.0,0.0,20.0,10.0,30.0,0.0,0.0,0.0,40.0
V10Nb30Ta40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.48,4.8,2587.5,1.5030000000000001,10.640708033581111,0.04613297150610584,0.0,0.0,0.0,10.0,30.0,40.0,0.0,0.0,20.0
V10Nb30Ta40Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.36,4.8,2474.5,1.551,10.640708033581111,0.025433226089083813,0.0,0.0,0.0,10.0,30.0,40.0,20.0,0.0,0.0
V10Nb30Ta40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.32,4.8,2511.3,1.5090000000000001,10.640708033581111,0.048402631705939746,0.0,0.0,0.0,10.0,30.0,40.0,0.0,20.0,0.0
V10Nb30Ti40Cr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.5600000000000005,4.8,1982.7,1.591,10.640708033581111,0.05481245172862217,20.0,0.0,0.0,10.0,30.0,0.0,40.0,0.0,0.0
V10Nb30Ti40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.1599999999999997,4.4,1971.7,1.525,10.640708033581111,0.04777748521530727,0.0,0.0,0.0,10.0,30.0,0.0,40.0,20.0,0.0
V10Ta30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,1.4,4.4,2359.7,1.399,10.640708033581111,0.05666193932438052,0.0,0.0,0.0,10.0,0.0,30.0,0.0,20.0,40.0
V10Ti30Cr40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-8.080000000000002,4.9,1824.6,1.5549999999999997,10.640708033581111,0.08860237896094408,40.0,0.0,0.0,10.0,0.0,0.0,30.0,20.0,0.0
V10Ti30Hf40W20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,4.5,2269.0,1.617,10.640708033581111,0.06143870967986255,0.0,0.0,20.0,10.0,0.0,0.0,30.0,0.0,40.0
V10Ti30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.8800000000000001,4.1,1955.0,1.411,10.640708033581111,0.055071773999298114,0.0,0.0,0.0,10.0,0.0,0.0,30.0,20.0,40.0
W10Cr30Mo40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.4,5.6,2333.9,1.864,10.640708033581111,0.07949678773573692,30.0,40.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0
W10Cr30V40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.28,5.2,2124.9,1.6459999999999997,10.640708033581111,0.08106670248201014,30.0,0.0,10.0,40.0,0.0,0.0,0.0,0.0,20.0
W10Nb30Hf40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.23999999999999932,4.5,2348.9,1.5019999999999998,10.640708033581111,0.04985416517752258,0.0,0.0,10.0,0.0,30.0,0.0,0.0,20.0,40.0
W10Nb30Ta40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.6399999999999999,4.9,2738.7,1.5759999999999998,10.640708033581111,0.040051935685246474,0.0,0.0,10.0,0.0,30.0,40.0,0.0,0.0,20.0
W10Nb30Ta40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.8800000000000001,4.9,2662.5,1.5819999999999999,10.640708033581111,0.04253882511816341,0.0,0.0,10.0,0.0,30.0,40.0,0.0,20.0,0.0
W10Nb30Ti40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.7200000000000006,4.5,2122.9,1.5979999999999999,10.640708033581111,0.04164753157189559,0.0,0.0,10.0,0.0,30.0,0.0,40.0,20.0,0.0
W10Ta30Ti40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.3200000000000005,4.5,2284.9,1.5679999999999998,10.640708033581111,0.04164753157189559,0.0,0.0,10.0,0.0,0.0,30.0,40.0,20.0,0.0
W10V30Cr40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.440000000000001,5.3,2048.4,1.6549999999999998,10.640708033581111,0.08654902689150043,40.0,0.0,10.0,30.0,0.0,0.0,0.0,20.0,0.0
W10V30Nb40Ti20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.2,4.9,2239.6,1.673,10.640708033581111,0.03954612500802873,0.0,0.0,10.0,30.0,40.0,0.0,20.0,0.0,0.0
W10V30Ta40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-1.72,4.9,2568.6,1.585,10.640708033581111,0.061599147217360734,0.0,0.0,10.0,30.0,0.0,40.0,0.0,0.0,20.0
W10V30Ti40Zr20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.72,4.5,1952.8,1.607,10.640708033581111,0.0641821946169772,0.0,0.0,10.0,30.0,0.0,0.0,40.0,20.0,0.0
Zr10Cr30Mo40V20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.2000000000000006,5.6,2188.5,1.821,10.640708033581111,0.06561054290151132,30.0,40.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0
Zr10Cr30V40Nb20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.72,5.2,2016.7,1.6029999999999998,10.640708033581111,0.07176987536496311,30.0,0.0,0.0,40.0,20.0,0.0,0.0,10.0,0.0
Zr10W30Ta40Hf20,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.44,5.0,2865.2,1.7009999999999998,10.640708033581111,0.05429727251633226,0.0,0.0,30.0,0.0,0.0,40.0,0.0,10.0,20.0
Cr25Mo25V25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.25,5.25,2168.25,1.6875,11.52565131835077,0.08314604804873443,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0
Cr25Mo25W25Nb25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.0,5.75,2607.25,1.945,11.52565131835077,0.046681517125815634,25.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0
Cr25Nb25Ta25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,5.0,2408.5,1.515,11.52565131835077,0.07620867520867089,25.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0
Cr25Nb25Ta25Ti25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.5,5.0,2267.25,1.575,11.52565131835077,0.0560780003371592,25.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
Cr25V25Ta25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.5,5.0,2266.75,1.5225,11.52565131835077,0.08382528845372944,25.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0
Cr25W25Nb25Ta25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-7.0,5.5,2705.75,1.78,11.52565131835077,0.052674174827676036,25.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0
Cr25W25Ti25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-8.25,5.0,2212.25,1.7225,11.52565131835077,0.08134228243852788,25.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0
Hf25Ta25Mo25W25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.75,5.25,2823.75,1.83,11.52565131835077,0.056029101101410274,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0
Hf25Zr25Cr25V25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-7.25,4.75,1975.5,1.48,11.52565131835077,0.09921767326218484,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0
Mo25Cr25W25Ta25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.5,5.75,2742.25,1.92,11.52565131835077,0.046681517125815634,25.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0
Mo25Nb25Hf25W25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.0,5.25,2688.75,1.855,11.52565131835077,0.056029101101410274,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0
Mo25Nb25Hf25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.0,4.75,2296.25,1.5975,11.52565131835077,0.05867564618102441,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0
Mo25Nb25Ta25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.0,5.0,2587.5,1.64,11.52565131835077,0.0490062111688168,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0
Mo25Nb25Ta25Ti25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.0,5.0,2446.25,1.7,11.52565131835077,0.022156139229871502,0.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
Mo25Nb25Ti25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.0,4.75,2250.25,1.65,11.52565131835077,0.0486592346685226,0.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0
Mo25Ta25Hf25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.25,4.75,2431.25,1.5725,11.52565131835077,0.05867564618102441,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0
Mo25Ti25W25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.0,5.0,2486.5,1.84,11.52565131835077,0.05606406008131824,0.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0
Mo25V25Hf25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,4.75,2154.5,1.605,11.52565131835077,0.07865166707312714,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0
Mo25V25Ta25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.25,5.0,2350.5,1.655,11.52565131835077,0.0675785752902033,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0
Mo25V25Ti25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,4.75,2013.25,1.665,11.52565131835077,0.06774787139444309,0.0,25.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0
Mo25W25Hf25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.25,5.0,2532.5,1.7875,11.52565131835077,0.06871755945315257,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0
Mo25W25Nb25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.0,5.25,2688.75,1.855,11.52565131835077,0.056029101101410274,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0
Mo25W25Nb25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.25,5.25,2593.5,1.8625,11.52565131835077,0.058720644518774914,0.0,25.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0
Nb25Ta25Ti25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.5,4.5,2348.75,1.485,11.52565131835077,0.0367892976588629,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0
Nb25Ti25Hf25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,2.5,4.25,2057.5,1.4425,11.52565131835077,0.04260916604707621,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0
Ta25Ti25Mo25V25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.75,5.0,2304.5,1.7075,11.52565131835077,0.03756235269517545,0.0,25.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0
Ta25V25Ti25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.75,4.5,2111.75,1.5,11.52565131835077,0.06270924129235418,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0
Ti25Cr25Mo25V25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.75,5.25,2027.0,1.7475,11.52565131835077,0.05083353385833616,25.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0
Ti25Cr25Mo25W25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,5.5,2405.0,1.93,11.52565131835077,0.04889152200577131,25.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0
Ti25Ta25Zr25W25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.5,4.75,2489.75,1.6825,11.52565131835077,0.051235644892240244,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0
Ti25W25Nb25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.25,4.75,2354.75,1.7075,11.52565131835077,0.051235644892240244,0.0,0.0,25.0,0.0,25.0,0.0,25.0,25.0,0.0
V25Nb25Hf25W25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.5,5.0,2510.5,1.7225,11.52565131835077,0.06501139871299633,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0
V25Nb25Ta25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.75,4.75,2409.25,1.5075,11.52565131835077,0.06046064678231589,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0
V25Nb25Ta25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,0.25,4.75,2314.0,1.515,11.52565131835077,0.06283942880382927,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0
V25Nb25Ti25Cr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.25,5.0,1990.5,1.6075,11.52565131835077,0.05796651510683029,25.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0
V25Nb25Ti25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.25,4.5,1976.75,1.525,11.52565131835077,0.06270924129235418,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0
V25Ta25Hf25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-0.25,4.5,2253.0,1.44,11.52565131835077,0.07104481746562007,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,25.0
V25Ti25Cr25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.75,4.75,1834.25,1.54,11.52565131835077,0.08672358377135551,25.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0
V25Ti25Hf25W25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.25,4.75,2308.25,1.7075,11.52565131835077,0.06524292493099869,0.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,25.0
V25Ti25Hf25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.0,4.25,1915.75,1.45,11.52565131835077,0.07039570693980955,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0
W25Cr25Mo25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.5,5.5,2451.0,1.8775,11.52565131835077,0.08188431255304927,25.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0
W25Cr25V25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.75,5.25,2368.0,1.7375,11.52565131835077,0.08314604804873443,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0
W25Nb25Hf25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.75,4.75,2496.0,1.6475,11.52565131835077,0.05867564618102441,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,25.0
W25Nb25Ta25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.5,5.0,2787.25,1.69,11.52565131835077,0.0490062111688168,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,25.0
W25Nb25Ta25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.25,5.0,2692.0,1.6975,11.52565131835077,0.05162824467814675,0.0,0.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0
W25Nb25Ti25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.25,4.75,2354.75,1.7075,11.52565131835077,0.051235644892240244,0.0,0.0,25.0,0.0,25.0,0.0,25.0,25.0,0.0
W25Ta25Ti25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.5,4.75,2489.75,1.6825,11.52565131835077,0.051235644892240244,0.0,0.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0
W25V25Cr25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.75,5.25,2272.75,1.745,11.52565131835077,0.08591356561344667,25.0,0.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0
W25V25Nb25Ti25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,5.0,2369.25,1.7825,11.52565131835077,0.03756235269517545,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,0.0
W25V25Ta25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.5,5.0,2645.5,1.6975,11.52565131835077,0.06501139871299633,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,25.0
W25V25Ti25Zr25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-5.5,4.75,2213.0,1.715,11.52565131835077,0.06774787139444309,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0
Zr25W25Ta25Hf25,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-4.0,4.75,2631.0,1.6225,11.52565131835077,0.0586756461810244,0.0,0.0,25.0,0.0,0.0,25.0,0.0,25.0,25.0
Cr50Mo10V30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-3.4000000000000004,5.5,2012.1,1.665,9.71310029076794,0.06798831029212163,50.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0
Cr50Mo10W30Nb10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-2.0,5.9,2490.1,1.9139999999999997,9.71310029076794,0.048498182102154876,50.0,10.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0
Cr50Nb10Ta30Ti10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.800000000000001,5.4,2273.1,1.594,9.71310029076794,0.06640696238728018,50.0,0.0,0.0,0.0,10.0,30.0,10.0,0.0,0.0
Cr50V10Nb30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.120000000000001,5.4,2110.9,1.6030000000000002,9.71310029076794,0.07790876773651015,50.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,10.0
Cr50V10Ta30Hf10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.24,5.4,2272.9,1.5730000000000002,9.71310029076794,0.07790876773651015,50.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,10.0
Cr50W10Nb30Ta10,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,##,-6.640000000000001,5.6,2340.5,1.696,9.71310029076794,0.06260365071164145,50.0,0.0,10.0,0.0,30.0,10.0,0.0,0.0,0.0
